district,address,bathrooms_count,country,typology,exterior,floor,hasLift,municipality,neighborhood,newDevelopment,price,price_per_m2,propertyCode,propertyType,province,rooms_count,size_m2,status,avg_price_per_district,price_category,date
Las Lomas,Las Lomas,5,es,chalet,,,,Boadilla del Monte,,false,1550000.0,1742.0,104718136,chalet,Madrid,6,890.0,good,2252090.909090909,low,2024-09-17
Barrio de Salamanca,calle del General Díaz Porlier,2,es,flat,false,0,true,Madrid,Lista,false,675000.0,11066.0,104718155,flat,Madrid,2,61.0,good,1569158.038243626,low,2024-09-17
Fuencarral,calle de Cándido Mateos,4,es,flat,true,5,true,Madrid,Peñagrande,false,1090000.0,4599.0,104721519,flat,Madrid,4,237.0,good,1052016.2767857143,medium,2024-09-17
Chamberí,plaza del Conde del Valle de Súchil,2,es,flat,true,3,true,Madrid,Arapiles,false,1400000.0,7955.0,104726272,flat,Madrid,3,176.0,good,1240040.1756756757,high,2024-09-17
Retiro,"calle del Alcalde Sainz de Baranda, 20",2,es,flat,false,8,true,Madrid,Ibiza,false,680000.0,7556.0,104728113,flat,Madrid,2,90.0,good,1033324.8743718592,low,2024-09-17
Zona Prado de Somosaguas - La Finca,"paseo de los Lagos, 1",6,es,chalet,,,,Pozuelo de Alarcón,La Finca,false,8300000.0,8300.0,104732834,chalet,Madrid,5,1000.0,renew,2418552.6315789474,high,2024-09-17
Zona Carretera del Plantío,calle del Jalón,6,es,chalet,,,,Majadahonda,,false,930000.0,2447.0,104733732,chalet,Madrid,6,380.0,good,1160000.0,low,2024-09-17
Carabanchel,"Santa Teresa Jornet, 7",1,es,flat,true,1,true,Madrid,Buena Vista,true,210000.0,3684.0,104734611,flat,Madrid,1,57.0,newdevelopment,277698.3312883436,low,2024-09-17
Zona Prado de Somosaguas - La Finca,barrio La Finca,4,es,chalet,,,,Pozuelo de Alarcón,La Finca,false,3100000.0,4921.0,104734934,chalet,Madrid,3,630.0,good,2418552.6315789474,high,2024-09-17
Casco Histórico,avenida de las Naciones,3,es,chalet,,,,Rivas-Vaciamadrid,,false,595000.0,3993.0,104735544,chalet,Madrid,4,149.0,good,518000.0,high,2024-09-17
Encinar de los Reyes,Encinar de los Reyes,2,es,chalet,,,,La Moraleja,,false,1295000.0,4047.0,104736382,chalet,Madrid,4,320.0,renew,1413482.142857143,medium,2024-09-17
Retiro,"avenida de la Ciudad de Barcelona, 120",2,es,flat,false,6,true,Madrid,Pacífico,false,460000.0,5000.0,104741294,flat,Madrid,4,92.0,renew,1033324.8743718592,low,2024-09-17
El Bosque,calle Júcar,2,es,flat,true,1,true,Villaviciosa de Odón,,false,440000.0,3465.0,104741772,flat,Madrid,3,127.0,good,877710.8823529412,low,2024-09-17
Chamartín,calle del Abedul,6,es,flat,true,3,true,Madrid,Nueva España,false,2450000.0,6712.0,104741857,flat,Madrid,4,365.0,good,1658541.416,high,2024-09-17
Casco Antiguo,calle Morrones,1,es,flat,true,3,true,Majadahonda,,false,224900.0,4325.0,104742165,flat,Madrid,1,52.0,good,368897.8333333333,low,2024-09-17
Villaverde,avenida de Espinela,1,es,flat,true,4,false,Madrid,Villaverde Alto,false,180000.0,2143.0,104743126,flat,Madrid,3,84.0,good,198885.3076923077,medium,2024-09-17
Ciudad Lineal,calle de Arturo Soria,3,es,flat,true,6,true,Madrid,Costillares,false,792000.0,4889.0,104743868,flat,Madrid,4,162.0,good,584258.3493449781,high,2024-09-17
Urb. este - Montepríncipe,paseo de los Sauces,4,es,chalet,,,,Boadilla del Monte,,false,1060000.0,2454.0,104744258,chalet,Madrid,5,432.0,good,1738636.3636363635,low,2024-09-17
Zona Prado de Somosaguas - La Finca,avenida de Luis García Cereceda,3,es,flat,true,2,true,Pozuelo de Alarcón,La Finca,false,1695000.0,8921.0,104744856,flat,Madrid,3,190.0,good,2418552.6315789474,low,2024-09-17
Centro,calle San Cosme y San Damián,1,es,flat,false,0,true,Madrid,Lavapiés-Embajadores,false,149000.0,4967.0,104746170,flat,Madrid,1,30.0,good,769398.6464032421,low,2024-09-17
Reyes,"calle Alfonso X el Sabio, 34",1,es,flat,true,2,false,Parla,,false,159000.0,2120.0,104746200,flat,Madrid,2,75.0,good,194743.22222222222,low,2024-09-17
Vicálvaro,calle Ferenc Puskas,2,es,flat,true,7,true,Madrid,El Cañaveral,false,455000.0,3889.0,104746755,penthouse,Madrid,3,117.0,good,376080.66346153844,high,2024-09-17
Vicálvaro,calle Ferenc Puskas,2,es,flat,true,7,true,Madrid,El Cañaveral,false,455000.0,3889.0,104747158,penthouse,Madrid,3,117.0,good,376080.66346153844,high,2024-09-17
Vicálvaro,calle Ferenc Puskas,2,es,flat,true,7,true,Madrid,El Cañaveral,false,455000.0,3889.0,104747797,flat,Madrid,3,117.0,good,376080.66346153844,high,2024-09-17
Parque Boadilla,calle Río Segura,6,es,chalet,,,,Boadilla del Monte,,false,1790000.0,2579.0,104747902,chalet,Madrid,5,694.0,good,1346327.7777777778,high,2024-09-17
Centro,Carrera de San Jerónimo,2,es,flat,true,2,true,Madrid,Sol,false,859000.0,9761.0,104749141,flat,Madrid,2,88.0,good,769398.6464032421,high,2024-09-17
Barrio de Salamanca,calle del Jardín de San Federico,3,es,flat,true,4,true,Madrid,Goya,false,985000.0,7036.0,104749583,flat,Madrid,3,140.0,good,1569158.038243626,low,2024-09-17
Ciudad Lineal,calle de Bueso de Pineda,3,es,flat,true,1,true,Madrid,San Juan Bautista,false,975000.0,4535.0,104749761,duplex,Madrid,3,215.0,good,584258.3493449781,high,2024-09-17
Centro,calle del Duque de Fernán Núñez,1,es,flat,true,1,false,Madrid,Lavapiés-Embajadores,false,780000.0,5865.0,104755091,flat,Madrid,2,133.0,good,769398.6464032421,medium,2024-09-17
Prado de Santo Domingo,calle del Bosque,3,es,chalet,,,,Alcorcón,Prado de Santo Domingo,false,539000.0,2182.0,104757638,chalet,Madrid,5,247.0,good,452250.0,high,2024-09-17
Ciudad Lineal,barrio Colina,3,es,flat,true,1,true,Madrid,Colina,false,1020000.0,7445.0,104771060,flat,Madrid,3,137.0,good,584258.3493449781,high,2024-09-17
Barrio de Salamanca,calle de Rafaela Bonilla,2,es,flat,true,4,true,Madrid,Guindalera,false,665000.0,5038.0,104771660,flat,Madrid,5,132.0,good,1569158.038243626,low,2024-09-17
Retiro,"calle de Samaria, 10",4,es,flat,true,10,true,Madrid,Niño Jesús,false,1800000.0,6383.0,104775977,flat,Madrid,5,282.0,renew,1033324.8743718592,high,2024-09-17
Moncloa,calle de Quintana,4,es,flat,true,3,true,Madrid,Argüelles,false,1349000.0,7372.0,104777214,flat,Madrid,3,183.0,good,1540750.6917562725,low,2024-09-17
Centro,calle de Mira el Sol,1,es,flat,true,1,false,Madrid,Lavapiés-Embajadores,false,200000.0,4444.0,104777457,flat,Madrid,1,45.0,good,769398.6464032421,low,2024-09-17
Zarzaquemada,calle de la Bureba,1,es,flat,true,0,true,Leganés,Zarzaquemada,false,128000.0,3200.0,104778245,flat,Madrid,2,40.0,good,174988.88888888888,low,2024-09-17
Puente de Vallecas,avenida de las Glorietas,2,es,flat,,6,true,Madrid,Entrevías,false,195000.0,1912.0,104783886,flat,Madrid,3,102.0,renew,213998.1403508772,medium,2024-09-17
Centro,calle del Nuncio,1,es,flat,true,1,false,Madrid,Palacio,false,460000.0,6301.0,104784453,flat,Madrid,2,73.0,good,769398.6464032421,low,2024-09-17
Centro,"calle de Pizarro, 20",2,es,flat,true,2,false,Madrid,Malasaña-Universidad,false,665000.0,5076.0,104787046,flat,Madrid,2,131.0,good,769398.6464032421,low,2024-09-17
Centro,"calle de la Cava Baja, 8",2,es,flat,true,4,false,Madrid,Palacio,false,295000.0,7375.0,104787669,penthouse,Madrid,1,40.0,renew,769398.6464032421,low,2024-09-17
Las Conejeras - Esparragal,Las Conejeras - Esparragal,4,es,chalet,,,,Coslada,,false,579000.0,2393.0,104787774,chalet,Madrid,6,242.0,good,623800.0,medium,2024-09-17
Tetuán,calle de Ana María,1,es,flat,true,3,true,Madrid,Valdeacederas,false,319900.0,6398.0,104789133,penthouse,Madrid,1,50.0,good,568637.182572614,low,2024-09-17
Retiro,barrio Ibiza,2,es,flat,true,,true,Madrid,Ibiza,false,1105000.0,10231.0,104789219,penthouse,Madrid,2,108.0,good,1033324.8743718592,medium,2024-09-17
Barrio de Salamanca,barrio Goya,2,es,flat,false,3,true,Madrid,Goya,false,799000.0,10377.0,104789785,flat,Madrid,2,77.0,good,1569158.038243626,low,2024-09-17
Barrio de Salamanca,calle de Padilla,3,es,flat,true,2,true,Madrid,Castellana,false,2950000.0,12090.0,104790531,flat,Madrid,3,244.0,good,1569158.038243626,high,2024-09-17
Centro,calle de San Vicente Ferrer,1,es,flat,false,1,true,Madrid,Malasaña-Universidad,false,420000.0,8400.0,104792617,flat,Madrid,2,50.0,good,769398.6464032421,low,2024-09-17
Este,"plaza de Nicaragua, 18",1,es,flat,true,5,false,Móstoles,,false,175000.0,2108.0,104793905,flat,Madrid,3,83.0,renew,236753.84615384616,low,2024-09-17
Fuencarral,calle de Julio Palacios,2,es,flat,true,6,true,Madrid,La Paz,false,690000.0,4964.0,104796211,flat,Madrid,3,139.0,good,1052016.2767857143,low,2024-09-17
Puente de Vallecas,barrio Palomeras Bajas,2,es,flat,true,0,true,Madrid,Palomeras Bajas,false,285000.0,2280.0,104797015,flat,Madrid,3,125.0,good,213998.1403508772,high,2024-09-17
Barrio de Salamanca,calle de Hermosilla,2,es,flat,true,1,true,Madrid,Fuente del Berro,false,650000.0,6075.0,104797646,flat,Madrid,2,107.0,good,1569158.038243626,low,2024-09-17
Zona Estación,barrio Zona Estación,4,es,chalet,,,,Pozuelo de Alarcón,Zona Estación,false,725000.0,3008.0,104799306,chalet,Madrid,4,241.0,good,1193608.04,low,2024-09-17
Miramadrid,avenida de los Charcos,3,es,chalet,,,,Paracuellos de Jarama,,false,665000.0,2166.0,104799963,chalet,Madrid,4,307.0,good,707592.3076923077,medium,2024-09-17
Vicálvaro,"calle Alcalde Andrés Madrid Dávila, 102",2,es,flat,true,8,true,Madrid,El Cañaveral,true,350000.0,4118.0,104800865,flat,Madrid,2,85.0,newdevelopment,376080.66346153844,medium,2024-09-17
Barrio de Salamanca,calle de Hermosilla,2,es,flat,true,1,true,Madrid,Fuente del Berro,false,725000.0,5992.0,104802904,flat,Madrid,3,121.0,good,1569158.038243626,low,2024-09-17
Chamberí,calle del General Álvarez de Castro,2,es,flat,true,1,true,Madrid,Trafalgar,false,875000.0,7114.0,104803175,flat,Madrid,3,123.0,good,1240040.1756756757,low,2024-09-17
El Soto de la Moraleja,El Soto de la Moraleja,5,es,flat,true,4,true,La Moraleja,,false,2975000.0,5845.0,104803438,penthouse,Madrid,5,509.0,good,1483132.3529411764,high,2024-09-17
Chamartín,calle de Colombia,1,es,flat,true,0,true,Madrid,Bernabéu-Hispanoamérica,false,408000.0,5037.0,104803739,flat,Madrid,2,81.0,good,1658541.416,low,2024-09-17
Usera,calle de Guetaria,2,es,flat,true,5,true,Madrid,Orcasitas,false,329000.0,3427.0,104804021,flat,Madrid,3,96.0,good,260476.03773584907,high,2024-09-17
Chamartín,barrio Nueva España,5,es,flat,true,3,true,Madrid,Nueva España,false,2550000.0,5460.0,104804267,flat,Madrid,4,467.0,good,1658541.416,high,2024-09-17
Latina,"calle de Gallur, 1105",1,es,flat,true,1,false,Madrid,Los Cármenes,false,112000.0,1383.0,104805212,duplex,Madrid,3,81.0,renew,292681.8390804598,low,2024-09-17
Retiro,calle del Doctor Esquerdo,1,es,flat,false,1,true,Madrid,Niño Jesús,false,380000.0,6333.0,104806997,flat,Madrid,3,60.0,good,1033324.8743718592,low,2024-09-17
Barrio de Salamanca,barrio Lista,2,es,flat,,3,false,Madrid,Lista,false,679000.0,9053.0,104808948,flat,Madrid,2,75.0,good,1569158.038243626,low,2024-09-17
Centro,barrio Malasaña-Universidad,2,es,flat,true,3,true,Madrid,Malasaña-Universidad,false,1310000.0,11102.0,104810089,flat,Madrid,2,118.0,good,769398.6464032421,high,2024-09-17
Vicálvaro,avenida Levante s/n,2,es,flat,true,1,true,Madrid,Los Ahijones,true,368500.0,3290.0,104810737,flat,Madrid,3,112.0,newdevelopment,376080.66346153844,medium,2024-09-17
Centro,calle de Fuencarral,2,es,flat,true,3,true,Madrid,Chueca-Justicia,false,1990000.0,7928.0,104812036,flat,Madrid,5,251.0,renew,769398.6464032421,high,2024-09-17
Ciudad Lineal,barrio Atalaya,5,es,flat,true,4,true,Madrid,Atalaya,false,2200000.0,4097.0,104812437,penthouse,Madrid,7,537.0,good,584258.3493449781,high,2024-09-17
Chamartín,barrio Bernabéu-Hispanoamérica,6,es,chalet,,,,Madrid,Bernabéu-Hispanoamérica,false,2130000.0,5726.0,104812684,chalet,Madrid,5,372.0,renew,1658541.416,high,2024-09-17
Valdecabañas,"calle Playa de Barro, 13",5,es,chalet,,,,Boadilla del Monte,,true,3500000.0,4157.0,104815059,chalet,Madrid,4,842.0,newdevelopment,2346181.8181818184,high,2024-09-17
Arganzuela,"paseo de las Delicias, 42",2,es,flat,true,3,true,Madrid,Palos de la Frontera,true,1040000.0,6265.0,104820009,flat,Madrid,4,166.0,newdevelopment,457697.83419689117,high,2024-09-17
Somosaguas,avenida de la Iglesia,2,es,flat,true,2,false,Pozuelo de Alarcón,Somosaguas,false,349000.0,4363.0,104820422,flat,Madrid,2,80.0,good,1852000.0,low,2024-09-17
Usera,plaza del Pintor Lucas,1,es,flat,true,0,false,Madrid,Moscardó,false,259900.0,4061.0,104822807,flat,Madrid,2,64.0,good,260476.03773584907,medium,2024-09-17
Chamberí,calle de Hilarión Eslava,6,es,flat,true,4,true,Madrid,Gaztambide,false,1450000.0,5967.0,104823268,flat,Madrid,5,243.0,good,1240040.1756756757,high,2024-09-17
Moncloa,barrio Ciudad Universitaria,6,es,chalet,,,,Madrid,Ciudad Universitaria,false,1950000.0,4722.0,104823609,chalet,Madrid,4,413.0,good,1540750.6917562725,high,2024-09-17
Casco Antiguo,calle del Sacrificio,1,es,flat,true,0,false,Majadahonda,,false,199900.0,2352.0,104829064,flat,Madrid,2,85.0,good,368897.8333333333,low,2024-09-17
Barrio de Salamanca,calle de Jorge Juan,2,es,flat,true,3,true,Madrid,Goya,false,1890000.0,13310.0,104830815,flat,Madrid,3,142.0,good,1569158.038243626,high,2024-09-17
Barrio de Salamanca,barrio Recoletos,5,es,flat,true,1,true,Madrid,Recoletos,false,3250000.0,12172.0,104831811,flat,Madrid,4,267.0,renew,1569158.038243626,high,2024-09-17
Centro,plaza de Tirso de Molina,2,es,flat,true,5,true,Madrid,Lavapiés-Embajadores,false,1250000.0,9058.0,104837459,duplex,Madrid,2,138.0,good,769398.6464032421,high,2024-09-17
Calle Pinto-San Roque,calle Nuestra Señora de la Asunción,1,es,flat,true,3,false,Parla,,false,119990.0,2222.0,104837547,flat,Madrid,3,54.0,good,165582.33333333334,low,2024-09-17
La Moraleja urbanización,camino de los Jardines,4,es,flat,false,0,true,La Moraleja,,false,1600000.0,7882.0,104837820,flat,Madrid,4,203.0,good,3082447.8260869565,low,2024-09-17
El Arroyo - La Fuente,plaza Aldehuela,1,es,flat,true,9,true,Fuenlabrada,,false,179900.0,2534.0,104837876,flat,Madrid,3,71.0,good,197360.0,medium,2024-09-17
Barrio de Salamanca,barrio Goya,3,es,flat,true,6,true,Madrid,Goya,false,1995000.0,8077.0,104838385,flat,Madrid,5,247.0,renew,1569158.038243626,high,2024-09-17
Tetuán,calle de Villaamil,2,es,flat,true,1,true,Madrid,Berruguete,false,589000.0,4363.0,104839529,flat,Madrid,4,135.0,good,568637.182572614,medium,2024-09-17
Barrio de Salamanca,calle de José Ortega y Gasset,2,es,flat,true,5,true,Madrid,Lista,false,1620000.0,14087.0,104840221,penthouse,Madrid,2,115.0,good,1569158.038243626,medium,2024-09-17
Barrio de Salamanca,"calle de Don Ramón de la Cruz, 98",3,es,flat,true,1,true,Madrid,Goya,false,1129000.0,6564.0,104840271,flat,Madrid,3,172.0,good,1569158.038243626,low,2024-09-17
Centro,barrio Lavapiés-Embajadores,2,es,flat,true,3,false,Madrid,Lavapiés-Embajadores,false,360000.0,4500.0,104840399,penthouse,Madrid,2,80.0,good,769398.6464032421,low,2024-09-17
Centro,puerta del Sol,3,es,flat,true,1,true,Madrid,Sol,false,2400000.0,5217.0,104841190,flat,Madrid,4,460.0,renew,769398.6464032421,high,2024-09-17
Parque Boadilla,Parque Boadilla,6,es,chalet,,,,Boadilla del Monte,,false,995000.0,1990.0,104842188,chalet,Madrid,6,500.0,good,1346327.7777777778,low,2024-09-17
Ciudad Lineal,calle de Luis Ruiz,2,es,flat,true,5,true,Madrid,Pueblo Nuevo,false,430000.0,2429.0,104843088,duplex,Madrid,5,177.0,good,584258.3493449781,low,2024-09-17
Centro,barrio Lavapiés-Embajadores,1,es,flat,true,6,true,Madrid,Lavapiés-Embajadores,false,790000.0,6423.0,104843490,flat,Madrid,3,123.0,good,769398.6464032421,medium,2024-09-17
Zona norte,barrio Zona norte,4,es,chalet,,,,Pozuelo de Alarcón,Zona norte,false,775000.0,3555.0,104844950,chalet,Madrid,5,218.0,good,1057920.111111111,low,2024-09-17
El Soto de la Moraleja,calle de la Azalea,4,es,chalet,,,,La Moraleja,,false,1249000.0,6245.0,104845222,chalet,Madrid,3,200.0,good,1483132.3529411764,low,2024-09-17
Tetuán,calle de Tablada,2,es,flat,true,0,false,Madrid,Berruguete,false,229000.0,4580.0,104846743,duplex,Madrid,2,50.0,good,568637.182572614,low,2024-09-17
Chamberí,calle de Cristóbal Bordiú,1,es,flat,false,3,false,Madrid,Nuevos Ministerios-Ríos Rosas,false,230000.0,6571.0,104846863,flat,Madrid,2,35.0,renew,1240040.1756756757,low,2024-09-17
Hortaleza,barrio Canillas,2,es,flat,true,4,true,Madrid,Canillas,false,695000.0,5073.0,104847932,duplex,Madrid,3,137.0,good,1239664.2406015038,low,2024-09-17
Hortaleza,calle Utrillas,2,es,flat,true,0,false,Madrid,Canillas,false,280000.0,4375.0,104848355,flat,Madrid,2,64.0,good,1239664.2406015038,low,2024-09-17
Hortaleza,calle de Aurora Redondo,3,es,chalet,,,,Madrid,Valdebebas - Valdefuentes,false,792000.0,2859.0,104848531,chalet,Madrid,5,277.0,renew,1239664.2406015038,low,2024-09-17
Chamberí,barrio Trafalgar,2,es,flat,true,1,true,Madrid,Trafalgar,false,789000.0,6575.0,104848978,flat,Madrid,3,120.0,good,1240040.1756756757,low,2024-09-17
Centro Urbano,Centro Urbano,1,es,flat,false,2,false,San Sebastián de los Reyes,,false,190000.0,2375.0,104848985,flat,Madrid,4,80.0,renew,261378.26086956522,low,2024-09-17
Carabanchel,"Eugenia de Montijo, 73",1,es,flat,true,0,true,Madrid,Puerta Bonita,true,254000.0,4233.0,104850210,flat,Madrid,1,60.0,,277698.3312883436,medium,2024-09-17
Arganzuela,calle de Segovia,1,es,flat,true,3,false,Madrid,Imperial,false,259000.0,4796.0,104850334,flat,Madrid,1,54.0,good,457697.83419689117,low,2024-09-17
Valenoso,"avenida Víctimas del Terrorismo, 16",4,es,chalet,,,,Boadilla del Monte,,true,825000.0,2027.0,104851549,chalet,Madrid,4,407.0,newdevelopment,794066.6666666666,medium,2024-09-17
El Pastel,avenida del Delta del Ebro,3,es,chalet,,,,Boadilla del Monte,,false,995000.0,2901.0,104851708,chalet,Madrid,3,343.0,good,984947.5,medium,2024-09-17
Centro,calle del Barquillo,1,es,flat,true,1,true,Madrid,Chueca-Justicia,false,550000.0,8594.0,104851859,duplex,Madrid,1,64.0,good,769398.6464032421,low,2024-09-17
Barrio de Salamanca,calle de Antonio Toledano,2,es,flat,true,2,true,Madrid,Fuente del Berro,false,875000.0,4861.0,104851992,flat,Madrid,6,180.0,renew,1569158.038243626,low,2024-09-17
La Moraleja urbanización,La Moraleja urbanización,4,es,flat,true,3,true,La Moraleja,,false,1590000.0,6913.0,104852265,penthouse,Madrid,4,230.0,good,3082447.8260869565,low,2024-09-17
Chamberí,calle de Joaquín María López,3,es,flat,true,3,true,Madrid,Gaztambide,false,810000.0,4969.0,104853536,flat,Madrid,3,163.0,good,1240040.1756756757,low,2024-09-17
Praderón,avenida de Baunatal,2,es,flat,true,3,true,San Sebastián de los Reyes,,false,339000.0,2897.0,104854419,flat,Madrid,4,117.0,good,339000.0,medium,2024-09-17
Tetuán,calle de Bravo Murillo,1,es,flat,true,3,false,Madrid,Bellas Vistas,false,325000.0,5702.0,104854566,flat,Madrid,1,57.0,good,568637.182572614,low,2024-09-17
Valenoso,calle Hernán Cortés,3,es,chalet,,,,Boadilla del Monte,,false,890000.0,4140.0,104857216,chalet,Madrid,4,215.0,good,794066.6666666666,high,2024-09-17
Tetuán,paseo de la Castellana,4,es,flat,true,9,true,Madrid,Cuzco-Castillejos,false,1349000.0,8875.0,104857667,flat,Madrid,3,152.0,good,568637.182572614,high,2024-09-17
San Nicasio - Campo de Tiro - Solagua,calle del Haya,3,es,chalet,,,,Leganés,Solagua,false,525000.0,2524.0,104862441,chalet,Madrid,4,208.0,good,360424.4,high,2024-09-17
Chamartín,barrio Nueva España,4,es,chalet,,,,Madrid,Nueva España,false,4500000.0,6637.0,104862798,chalet,Madrid,4,678.0,renew,1658541.416,high,2024-09-17
Fuencarral,calle del Monasterio de Liébana,2,es,flat,true,4,true,Madrid,Montecarmelo,false,650000.0,4392.0,104864018,flat,Madrid,3,148.0,good,1052016.2767857143,low,2024-09-17
Centro,calle de Carretas,1,es,flat,true,2,true,Madrid,Sol,false,419000.0,5986.0,104864178,flat,Madrid,1,70.0,good,769398.6464032421,low,2024-09-17
Chamartín,avenida de Concha Espina,3,es,flat,true,2,true,Madrid,Bernabéu-Hispanoamérica,false,2800000.0,8434.0,104864731,flat,Madrid,6,332.0,renew,1658541.416,high,2024-09-17
Chamberí,calle de Hartzenbusch,1,es,flat,false,2,true,Madrid,Trafalgar,false,315000.0,7683.0,104866036,flat,Madrid,1,41.0,good,1240040.1756756757,low,2024-09-17
Moncloa,calle de Benito Gutiérrez,1,es,flat,true,0,false,Madrid,Argüelles,false,239000.0,6459.0,104866158,flat,Madrid,1,37.0,good,1540750.6917562725,low,2024-09-17
San Blas,"calle Transmonte, 4",1,es,flat,true,0,false,Madrid,Arcos,false,97920.0,1958.0,104866327,flat,Madrid,2,50.0,renew,493332.02898550726,low,2024-09-17
La Moraleja urbanización,"camino Ancho, 62",7,es,chalet,,,,La Moraleja,,false,3900000.0,4333.0,104866791,chalet,Madrid,7,900.0,good,3082447.8260869565,high,2024-09-17
Barrio de Salamanca,calle de Velázquez,2,es,flat,true,7,true,Madrid,Castellana,false,4200000.0,15000.0,104869314,penthouse,Madrid,3,280.0,renew,1569158.038243626,high,2024-09-17
Chamartín,paseo de la Castellana,1,es,flat,true,0,true,Madrid,Castilla,false,320000.0,8649.0,104870397,flat,Madrid,1,37.0,good,1658541.416,low,2024-09-17
Chamartín,paseo de la Castellana,1,es,flat,true,0,true,Madrid,Castilla,false,299000.0,6953.0,104870436,flat,Madrid,1,43.0,good,1658541.416,low,2024-09-17
Hortaleza,calle de Pegaso,3,es,chalet,,,,Madrid,Canillas,false,1225000.0,3412.0,104871966,chalet,Madrid,8,359.0,renew,1239664.2406015038,medium,2024-09-17
Zona Prado de Somosaguas - La Finca,"paseo Club Deportivo, 2",5,es,chalet,,,,Pozuelo de Alarcón,La Finca,false,1900000.0,3455.0,104875365,chalet,Madrid,6,550.0,good,2418552.6315789474,low,2024-09-17
Casco Antiguo,calle de San Joaquín,1,es,flat,,4,,Majadahonda,,false,281750.0,4143.0,104875539,flat,Madrid,1,68.0,good,368897.8333333333,low,2024-09-17
Tetuán,"calle Beire, 22",2,es,flat,true,1,true,Madrid,Bellas Vistas,true,478000.0,5196.0,104876427,flat,Madrid,2,92.0,newdevelopment,568637.182572614,low,2024-09-17
Tetuán,"calle Beire, 22",1,es,flat,true,3,true,Madrid,Bellas Vistas,true,568000.0,4618.0,104876432,penthouse,Madrid,2,123.0,newdevelopment,568637.182572614,medium,2024-09-17
Tetuán,paseo de la Castellana,3,es,flat,true,3,true,Madrid,Cuzco-Castillejos,false,1720000.0,6466.0,104876556,flat,Madrid,3,266.0,good,568637.182572614,high,2024-09-17
Chamberí,calle de Rodríguez San Pedro,2,es,flat,true,0,true,Madrid,Arapiles,false,575000.0,5750.0,104876659,flat,Madrid,3,100.0,good,1240040.1756756757,low,2024-09-17
Retiro,calle del Doctor Castelo,3,es,flat,true,6,true,Madrid,Ibiza,false,2500000.0,10000.0,104877620,penthouse,Madrid,3,250.0,good,1033324.8743718592,high,2024-09-17
Chamberí,"calle Santa Engracia , 42",4,es,flat,true,5,true,Madrid,Almagro,true,3300000.0,11957.0,104878626,flat,Madrid,4,276.0,newdevelopment,1240040.1756756757,high,2024-09-17
Vicálvaro,via del Este s/n,1,es,flat,true,1,true,Madrid,Los Berrocales,true,240000.0,3288.0,104879595,flat,Madrid,1,73.0,newdevelopment,376080.66346153844,low,2024-09-17
Vicálvaro,via del Este s/n,2,es,flat,true,1,true,Madrid,Los Berrocales,true,335000.0,3252.0,104879608,flat,Madrid,2,103.0,newdevelopment,376080.66346153844,low,2024-09-17
Ciudad Lineal,barrio Pueblo Nuevo,2,es,flat,true,6,true,Madrid,Pueblo Nuevo,false,600000.0,4478.0,104880448,penthouse,Madrid,2,134.0,good,584258.3493449781,medium,2024-09-17
,"Calle Igualdad, 1 A",2,es,flat,true,1,true,Humanes de Madrid,,true,241800.0,2103.0,104880533,flat,Madrid,3,115.0,newdevelopment,,medium,2024-09-17
Barrio de Salamanca,barrio Guindalera,3,es,flat,true,7,false,Madrid,Guindalera,false,1595000.0,7283.0,104881067,penthouse,Madrid,3,219.0,renew,1569158.038243626,medium,2024-09-17
Moncloa,barrio Valdemarín,4,es,flat,true,3,true,Madrid,Valdemarín,false,1200000.0,4000.0,104882512,penthouse,Madrid,4,300.0,good,1540750.6917562725,low,2024-09-17
Barrio de Salamanca,calle de Villanueva,4,es,flat,true,3,true,Madrid,Recoletos,false,2900000.0,12609.0,104883667,flat,Madrid,3,230.0,good,1569158.038243626,high,2024-09-17
Fuencarral,calle de Fermín Caballero,2,es,flat,true,2,true,Madrid,Peñagrande,false,503000.0,4491.0,104884195,flat,Madrid,3,112.0,good,1052016.2767857143,low,2024-09-17
Tetuán,barrio Valdeacederas,2,es,flat,true,1,false,Madrid,Valdeacederas,false,359000.0,2805.0,104884742,flat,Madrid,3,128.0,renew,568637.182572614,low,2024-09-17
Retiro,"calle de Máiquez, 52",2,es,flat,true,6,true,Madrid,Ibiza,false,775000.0,7452.0,104885052,penthouse,Madrid,4,104.0,good,1033324.8743718592,low,2024-09-17
Hortaleza,calle de Dulce Chacón,1,es,flat,true,13,true,Madrid,Virgen del Cortijo - Manoteras,false,349900.0,4860.0,104885910,flat,Madrid,1,72.0,good,1239664.2406015038,low,2024-09-17
El Soto de la Moraleja,El Soto de la Moraleja,4,es,chalet,,,,La Moraleja,,false,1249000.0,6245.0,104886004,chalet,Madrid,3,200.0,good,1483132.3529411764,low,2024-09-17
Retiro,"calle del Doctor Castelo, 10",2,es,flat,true,2,true,Madrid,Ibiza,false,894000.0,7152.0,104894505,flat,Madrid,3,125.0,good,1033324.8743718592,low,2024-09-17
Puente de Vallecas,"avenida de Buenos Aires, 62",1,es,flat,true,0,false,Madrid,Palomeras Bajas,false,89000.0,1978.0,104894717,flat,Madrid,2,45.0,renew,213998.1403508772,low,2024-09-17
Encinar de los Reyes,camino Viejo del Cura,2,es,flat,true,3,true,La Moraleja,,false,1080000.0,4932.0,104898744,penthouse,Madrid,2,219.0,good,1413482.142857143,low,2024-09-17
